raceId;driverId;stop;lap;time;duration;milliseconds
1053;842;2;26;15:48:45;32277;32277
1053;832;1;27;15:48:51;30856;30856
1053;817;1;27;15:48:57;34340;34340
1053;840;1;27;15:49:16;31138;31138
1053;1;1;28;15:49:27;32112;32112
1053;841;1;27;15:49:32;32299;32299
1053;839;2;27;15:49:42;30652;30652
1053;844;1;28;15:49:43;31002;31002
1053;815;1;28;15:49:58;44608;44608
1053;846;1;28;15:50:11;30654;30654
1053;822;1;28;15:50:46;30167;30167
1053;4;1;28;15:51:18;30864;30864
1053;1;2;31;15:55:30;38198;38198
1053;839;3;31;15:56:23;30701;30701
1053;830;2;33;15:58:11;;1621361
1053;840;2;32;15:58:13;;1492090
1053;8;2;32;15:58:16;;1492612
1053;1;3;32;15:58:17;;1494731
1053;854;3;31;15:58:20;;1521462
1053;852;2;32;15:58:24;;1491384
1053;841;2;32;15:58:26;;1496541
1053;844;2;33;15:58:28;;1609484
1053;4;2;32;15:58:37;;1488372
1053;839;4;32;15:58:48;;1478974
1053;853;3;31;15:58:57;;1486154
1053;846;2;33;15:59:06;;1584953
1053;815;2;33;15:59:11;;1581158
1053;832;2;33;15:59:14;;1582211
1053;842;3;32;15:59:18;;1453539
1053;20;4;32;15:59:21;;1452323
1053;817;2;33;15:59:25;;1574827
1053;840;3;33;16:24:36;;65390
1053;8;3;33;16:24:42;;62892
1053;1;4;33;16:24:48;;65870
1053;852;3;33;16:24:52;;63280
1053;841;3;33;16:24:58;;60172
1053;4;3;33;16:25:04;57601;57601
1053;839;5;33;16:25:06;56733;56733
1053;842;4;33;16:25:09;56083;56083
1053;20;5;33;16:25:15;52043;52043
1053;854;4;32;16:25:16;51222;51222
1053;853;4;32;16:25:22;49729;49729
1053;841;4;40;16:36:13;29742;29742
1054;822;1;2;15:06:11;21377;21377
1054;1;1;2;15:06:13;22426;22426
1054;830;1;2;15:06:14;22718;22718
1054;832;1;2;15:06:16;22029;22029
1054;815;1;2;15:06:18;21890;21890
1054;846;1;2;15:06:19;21407;21407
1054;839;1;2;15:06:21;21275;21275
1054;844;1;2;15:06:23;21323;21323
1054;842;1;2;15:06:24;21353;21353
1054;20;1;2;15:06:26;21398;21398
1054;847;1;2;15:06:27;23532;23532
1054;841;1;2;15:06:29;22485;22485
1054;817;1;2;15:06:31;21965;21965
1054;4;1;2;15:06:34;21452;21452
1054;852;1;2;15:06:36;22266;22266
1054;840;1;2;15:06:37;22264;22264
1054;849;1;2;15:06:39;21970;21970
1054;854;1;2;15:06:40;22019;22019
1054;853;1;2;15:06:42;21372;21372
1054;822;2;3;15:08:34;22072;22072
1054;1;2;3;15:08:36;22164;22164
1054;830;2;3;15:08:37;22104;22104
1054;832;2;3;15:08:38;22244;22244
1054;815;2;3;15:08:39;22100;22100
1054;846;2;3;15:08:40;22551;22551
1054;839;2;3;15:08:42;22240;22240
1054;844;2;3;15:08:43;22587;22587
1054;842;2;3;15:08:45;22319;22319
1054;20;2;3;15:08:48;21750;21750
1054;847;2;3;15:08:48;22755;22755
1054;841;2;3;15:08:50;22669;22669
1054;817;2;3;15:08:51;22355;22355
1054;4;2;3;15:08:53;21621;21621
1054;852;2;3;15:08:55;22542;22542
1054;840;2;3;15:08:57;22176;22176
1054;849;2;3;15:08:58;21730;21730
1054;854;2;3;15:09:00;21454;21454
1054;853;2;3;15:09:01;21404;21404
1054;832;3;21;15:36:07;25892;25892
1054;852;3;21;15:36:23;26202;26202
1054;846;3;22;15:37:29;26952;26952
1054;839;3;22;15:37:35;27033;27033
1054;20;3;22;15:37:40;26620;26620
1054;841;3;22;15:37:41;26729;26729
1054;842;3;24;15:40:23;26172;26172
1054;849;3;24;15:40:50;26595;26595
1054;844;3;25;15:41:44;27082;27082
1054;847;3;28;15:46:30;26843;26843
1054;853;3;31;15:50:54;27186;27186
1054;854;3;32;15:52:09;27245;27245
1054;830;3;35;15:55:06;26743;26743
1054;822;3;36;15:56:27;26938;26938
1054;1;3;37;15:57:46;26907;26907
1054;840;3;39;16:01:22;26027;26027
1054;4;3;40;16:02:37;26442;26442
1054;817;3;41;16:03:56;28639;28639
1054;853;4;43;16:08:31;26984;26984
1054;815;3;51;16:17:18;26607;26607
1054;822;4;63;16:33:39;26573;26573
1054;830;4;64;16:34:55;26319;26319
1055;841;1;8;15:15:06;54673;54673
1055;847;1;9;15:17:07;23814;23814
1055;849;1;9;15:17:10;26672;26672
1055;842;1;18;15:30:37;28042;28042
1055;4;1;21;15:34:51;22043;22043
1055;20;1;21;15:34:52;23087;23087
1055;832;1;22;15:36:10;21779;21779
1055;840;1;22;15:36:15;21756;21756
1055;853;1;22;15:36:40;23098;23098
1055;822;1;23;15:37:18;22311;22311
1055;839;1;23;15:37:33;22798;22798
1055;846;1;23;15:37:35;21864;21864
1055;854;1;23;15:37:59;24006;24006
1055;830;1;24;15:38:32;23565;23565
1055;817;1;25;15:40:16;22406;22406
1055;815;1;27;15:43:06;22382;22382
1055;849;2;27;15:43:32;21424;21424
1055;1;1;28;15:44:07;22220;22220
1055;844;1;28;15:44:20;21613;21613
1055;847;2;28;15:44:52;21919;21919
1055;8;1;37;15:57:41;21572;21572
1055;20;2;38;15:59:08;21973;21973
1055;840;2;39;16:00:28;21432;21432
1055;841;2;39;16:00:52;22871;22871
1055;1;2;42;16:03:32;22078;22078
1055;853;2;42;16:05:36;22502;22502
1055;817;2;46;16:09:49;21762;21762
1055;832;2;46;16:09:50;21856;21856
1055;842;2;47;16:11:47;26065;26065
1055;849;3;50;16:16:19;22405;22405
1055;854;2;50;16:16:33;22310;22310
1055;846;2;51;16:17:08;22467;22467
1055;822;2;53;16:18:52;21638;21638
1055;815;2;57;16:24:55;21345;21345
1055;844;2;58;16:26:05;22292;22292
1055;830;2;60;16:28:18;21592;21592
1055;4;2;61;16:31:41;23479;23479
1056;1;1;29;15:40:07;23783;23783
1056;846;1;30;15:41:20;23874;23874
1056;842;1;30;15:41:23;24428;24428
1056;20;1;31;15:42:42;24369;24369
1056;847;1;31;15:43:46;23928;23928
1056;832;1;32;15:43:47;24150;24150
1056;841;1;33;15:45:42;24521;24521
1056;830;1;34;15:46:10;23746;23746
1056;815;1;35;15:47:44;24548;24548
1056;853;1;34;15:48:25;25202;25202
1056;817;1;36;15:49:52;24715;24715
1056;839;1;37;15:50:48;23935;23935
1056;854;1;37;15:52:43;24797;24797
1056;8;1;43;15:58:41;24077;24077
1056;849;1;43;15:59:23;23703;23703
1056;4;1;45;16:01:34;23803;23803
1056;840;1;58;16:17:28;23474;23474
1056;852;1;64;16:26:09;24430;24430
1056;1;2;67;16:28:48;24244;24244
1057;847;1;1;16:06:06;19970;19970
1057;841;1;2;16:07:56;20402;20402
1057;4;1;7;16:16:54;20168;20168
1057;846;1;7;16:16:56;20533;20533
1057;854;1;8;16:19:00;22440;22440
1057;844;1;9;16:20:20;19836;19836
1057;852;1;9;16:20:28;20253;20253
1057;849;1;9;16:20:47;22149;22149
1057;853;1;9;16:20:57;21759;21759
1057;832;1;10;16:22:11;20064;20064
1057;1;1;11;16:23:50;22470;22470
1057;842;1;11;16:23:55;20156;20156
1057;822;1;11;16:24:08;20356;20356
1057;817;1;11;16:24:12;20082;20082
1057;830;1;12;16:25:37;19769;19769
1057;815;1;13;16:27:25;21874;21874
1057;8;1;13;16:27:59;20048;20048
1057;20;1;18;16:36:33;19841;19841
1057;4;2;34;17:09:13;19983;19983
1057;841;2;34;17:09:14;20193;20193
1057;847;2;34;17:09:15;20029;20029
1057;854;2;34;17:09:16;;69761
1057;853;2;34;17:11:01;21958;21958
1057;854;3;44;17:28:35;21587;21587
1057;853;3;44;17:29:37;24780;24780
1057;815;2;47;17:33:39;15277;15277
1057;1;2;47;17:33:39;15432;15432
1057;20;2;47;17:33:42;14945;14945
1057;842;2;47;17:33:45;15085;15085
1057;844;2;47;17:33:48;15092;15092
1057;852;2;47;17:33:50;14943;14943
1057;846;2;47;17:33:53;15866;15866
1057;832;2;47;17:33:56;15119;15119
1057;817;2;47;17:34:01;14994;14994
1057;4;3;47;17:34:03;15432;15432
1057;8;2;47;17:34:05;15064;15064
1057;841;3;47;17:34:07;14881;14881
1057;822;2;47;17:34:08;21346;21346
1057;847;3;47;17:34:08;21438;21438
1057;853;4;46;17:34:18;15054;15054
1057;854;4;47;17:35:06;15058;15058
1057;815;3;48;17:36:45;;1998466
1057;1;3;48;17:36:47;;2000923
1057;20;3;48;17:36:49;;2000416
1057;842;3;48;17:36:52;;2001830
1057;844;3;48;17:36:53;;2002544
1057;852;3;48;17:36:55;;2003526
1057;846;3;48;17:36:57;;2010409
1057;832;3;48;17:36:58;;2012724
1057;817;3;48;17:37:00;;2015163
1057;4;4;48;17:37:04;;2014526
1057;8;3;48;17:37:06;;2016437
1057;841;4;48;17:37:08;;2017324
1057;849;2;48;17:37:10;;2048175
1057;822;3;48;17:37:13;;2035229
1057;847;4;48;17:37:18;;2036172
1057;853;5;47;17:37:20;;1828965
1057;854;5;48;17:37:47;;2014176
1057;853;6;48;18:09:58;;86440
1059;844;1;14;15:26:59;30798;30798
1059;852;1;15;15:28:52;30226;30226
1059;854;1;15;15:29:09;31457;31457
1059;817;1;16;15:30:21;29951;29951
1059;822;1;17;15:31:34;30572;30572
1059;832;1;17;15:32:00;30534;30534
1059;842;1;17;15:32:01;30781;30781
1059;847;1;17;15:32:17;30092;30092
1059;830;1;18;15:33:10;29803;29803
1059;4;1;18;15:33:49;31288;31288
1059;849;1;18;15:34:01;29775;29775
1059;1;1;19;15:34:46;30263;30263
1059;815;1;24;15:43:14;29682;29682
1059;846;1;24;15:43:44;30531;30531
1059;839;1;28;15:50:47;30207;30207
1059;841;1;28;15:50:48;30586;30586
1059;853;1;31;15:56:17;30983;30983
1059;830;2;32;15:56:20;30123;30123
1059;8;1;33;15:59:18;31327;31327
1059;840;1;34;16:00:37;30996;30996
1059;20;1;37;16:05:29;31069;31069
1059;844;2;38;16:07:29;31368;31368
1058;844;1;1;15:04:22;28386;28386
1058;849;1;1;15:04:58;26419;26419
1058;853;1;21;15:28:40;22759;22759
1058;841;1;23;15:30:50;21210;21210
1058;847;1;25;15:33:03;37309;37309
1058;815;1;26;15:33:46;23477;23477
1058;849;2;25;15:34:10;21953;21953
1058;852;1;26;15:34:15;21234;21234
1058;847;2;26;15:34:49;46315;46315
1058;822;1;27;15:34:56;21752;21752
1058;4;1;27;15:35:25;21131;21131
1058;20;1;27;15:35:28;21546;21546
1058;1;1;28;15:35:48;21219;21219
1058;840;1;28;15:36:35;20936;20936
1058;830;1;29;15:36:53;20936;20936
1058;846;1;31;15:39:53;21692;21692
1058;854;1;33;15:43:09;22400;22400
1058;8;1;36;15:46:10;21227;21227
1058;839;1;36;15:46:14;21238;21238
1058;844;2;37;15:47:22;21924;21924
1058;832;1;41;15:51:48;21226;21226
1058;817;1;41;15:52:04;21410;21410
1058;815;2;54;16:06:26;20961;20961
1058;1;2;69;16:23:22;21640;21640
1060;841;1;1;15:04:39;21129;21129
1060;852;1;12;15:18:55;21145;21145
1060;842;1;13;15:20:04;22564;22564
1060;840;1;14;15:21:20;21391;21391
1060;20;1;17;15:24:54;21086;21086
1060;853;1;27;15:37:15;22000;22000
1060;817;1;29;15:38:55;21151;21151
1060;841;2;29;15:39:18;27122;27122
1060;846;1;30;15:39:39;26474;26474
1060;822;1;30;15:39:41;21071;21071
1060;847;1;30;15:40:16;21606;21606
1060;1;1;31;15:40:45;21005;21005
1060;830;1;32;15:41:42;21090;21090
1060;815;1;32;15:42:28;21735;21735
1060;4;1;32;15:42:41;22663;22663
1060;849;1;33;15:44:01;21152;21152
1060;844;1;34;15:44:47;21143;21143
1060;854;1;34;15:45:26;21798;21798
1060;8;1;37;15:48:30;21896;21896
1060;842;2;45;15:57:48;20850;20850
1060;853;2;45;15:58:58;23182;23182
1060;840;2;46;15:59:19;21472;21472
1060;832;1;48;16:01:07;21431;21431
1060;20;2;49;16:02:39;20841;20841
1060;852;2;51;16:04:57;26604;26604
1060;1;2;53;16:06:32;21421;21421
1060;830;2;60;16:14:03;21236;21236
1061;844;1;2;15:07:57;;2047731
1061;1;1;2;15:08:00;;2048376
1061;822;1;2;15:08:02;;2049149
1061;846;1;2;15:08:03;;2052218
1061;817;1;2;15:08:05;;2051281
1061;20;1;2;15:08:08;;2055222
1061;4;1;2;15:08:10;;2058580
1061;832;1;2;15:08:12;;2059122
1061;8;1;2;15:08:14;;2062984
1061;839;1;2;15:08:16;;2066994
1061;840;1;2;15:08:18;;2067861
1061;842;1;2;15:08:21;;2067244
1061;841;1;2;15:08:22;;2070250
1061;847;1;2;15:08:25;;2072543
1061;852;1;2;15:08:28;;2075695
1061;854;1;2;15:08:30;;2075728
1061;849;1;2;15:08:32;;2077164
1061;853;1;2;15:08:35;;2076977
1061;815;1;2;15:08:37;;2076405
1061;8;2;18;16:09:59;28110;28110
1061;815;2;18;16:10:00;27892;27892
1061;847;2;18;16:10:03;27812;27812
1061;20;2;18;16:10:08;28145;28145
1061;839;2;19;16:11:30;28772;28772
1061;849;2;19;16:11:41;27543;27543
1061;817;2;20;16:12:48;28817;28817
1061;846;2;21;16:14:08;31706;31706
1061;822;2;22;16:15:42;28209;28209
1061;840;2;23;16:17:39;28213;28213
1061;841;2;23;16:17:51;28137;28137
1061;4;2;24;16:19:10;29743;29743
1061;854;2;24;16:20:00;29319;29319
1061;853;2;25;16:21:37;29253;29253
1061;1;2;27;16:23:17;40266;40266
1061;832;2;28;16:25:06;37509;37509
1061;842;2;28;16:25:29;28685;28685
1061;844;2;29;16:26:18;28433;28433
1061;852;2;30;16:28:42;29134;29134
1061;815;3;38;16:41:17;27848;27848
1061;842;3;46;16:53:40;28180;28180
1061;815;4;48;16:56:54;29082;29082
1062;830;1;1;15:05:21;22569;22569
1062;853;1;1;15:05:28;23715;23715
1062;846;1;1;15:05:33;38267;38267
1062;841;1;1;15:05:53;26573;26573
1062;1;1;2;15:07:57;;1449259
1062;839;1;2;15:07:59;;1450190
1062;20;1;2;15:08:02;;1451890
1062;832;1;2;15:08:04;;1452527
1062;852;1;2;15:08:08;;1453630
1062;849;1;2;15:08:10;;1454435
1062;4;1;2;15:08:13;;1454979
1062;847;1;2;15:08:17;;1457487
1062;8;1;2;15:08:20;;1457844
1062;854;1;2;15:08:22;;1457042
1062;842;1;2;15:08:25;;1457615
1062;817;1;2;15:08:28;;1457127
1062;830;2;2;15:08:31;;1456349
1062;853;2;2;15:08:34;;1457420
1062;841;2;2;15:08:38;;1456349
1062;839;2;3;15:34:31;39522;39522
1062;20;2;3;15:34:31;40882;40882
1062;832;2;3;15:34:32;42786;42786
1062;852;2;3;15:34:33;40740;40740
1062;849;2;3;15:34:34;39081;39081
1062;4;2;3;15:34:40;37122;37122
1062;847;2;3;15:34:41;29374;29374
1062;8;2;3;15:34:41;35451;35451
1062;854;2;3;15:34:42;36813;36813
1062;842;2;3;15:34:43;39839;39839
1062;817;2;3;15:34:43;34492;34492
1062;830;3;3;15:34:44;35245;35245
1062;841;3;3;15:34:48;36899;36899
1062;1;2;4;15:36:34;21731;21731
1062;841;4;11;15:46:53;29191;29191
1062;8;3;15;15:52:26;36457;36457
1062;1;3;19;15:58:08;21516;21516
1062;817;3;20;15:59:29;21623;21623
1062;830;4;20;15:59:31;21047;21047
1062;847;3;21;16:00:52;22186;22186
1062;852;3;22;16:02:06;21819;21819
1062;849;3;23;16:03:29;22704;22704
1062;842;3;30;16:13:24;21295;21295
1062;832;3;32;16:15:52;21951;21951
1062;841;5;33;16:18:12;21874;21874
1062;854;3;34;16:19:34;22113;22113
1062;20;3;36;16:21:14;22703;22703
1062;839;3;37;16:22:34;21642;21642
1062;4;3;39;16:25:35;21523;21523
1062;830;5;40;16:27:50;20848;20848
1062;1;4;47;16:36:41;21208;21208
1062;8;4;53;16:45:57;21172;21172
1062;842;4;68;17:05:56;21543;21543
1064;854;1;4;15:08:42;35573;35573
1064;815;1;8;15:13:52;19287;19287
1064;20;1;10;15:16:24;18664;18664
1064;1;1;20;15:28:18;19770;19770
1064;830;1;21;15:29:30;19142;19142
1064;849;1;23;15:33:19;20646;20646
1064;842;1;24;15:33:50;19163;19163
1064;841;1;27;15:38:13;19049;19049
1064;847;1;27;15:38:14;18634;18634
1064;840;1;27;15:38:17;19389;19389
1064;817;1;30;15:42:01;19449;19449
1064;822;1;31;15:42:24;18873;18873
1064;832;1;31;15:42:58;20327;20327
1064;839;1;31;15:43:12;19240;19240
1064;852;1;31;15:43:30;19850;19850
1064;854;2;30;15:43:39;24578;24578
1064;4;1;33;15:45:41;19018;19018
1064;841;2;33;15:46:17;20043;20043
1064;853;1;33;15:46:35;19999;19999
1064;844;1;34;15:46:39;19490;19490
1064;1;2;39;15:52:19;18868;18868
1064;830;2;40;15:53:30;18578;18578
1064;9;1;40;15:55:29;19708;19708
1064;846;1;42;15:57:26;20443;20443
1064;20;2;44;16:00:37;18681;18681
1064;815;2;47;16:03:51;18555;18555
1064;822;2;67;16:27:35;21730;21730
1064;1;3;70;16:30:49;19202;19202
1064;847;2;68;16:30:57;25533;25533
1065;841;1;1;15:05:21;37190;37190
1065;817;1;22;15:35:18;23812;23812
1065;20;1;22;15:35:56;25157;25157
1065;830;1;23;15:36:46;32456;32456
1065;849;1;23;15:37:22;24168;24168
1065;854;1;23;15:37:49;24714;24714
1065;846;1;24;15:38:19;24168;24168
1065;853;1;24;15:39:22;24928;24928
1065;1;1;25;15:39:44;25619;25619
1065;840;1;25;15:40:09;24846;24846
1065;4;1;25;15:40:14;24797;24797
1065;841;2;25;15:40:55;30551;30551
1065;844;1;26;15:41:30;24557;24557
1065;815;1;26;15:41:34;23906;23906
1065;832;1;26;15:41:48;24283;24283
1065;822;1;26;15:41:50;24308;24308
1065;839;1;26;15:42:10;30333;30333
1065;847;1;26;15:42:13;24156;24156
1065;9;1;26;15:42:21;24501;24501
1065;20;2;26;15:42:41;25927;25927
1065;853;2;28;15:47:13;24806;24806
1065;853;3;39;16:05:25;30917;30917
1066;840;1;12;15:24:13;30241;30241
1066;847;1;13;15:25:55;30665;30665
1066;849;1;13;15:26:27;30056;30056
1066;852;1;13;15:26:28;30112;30112
1066;832;1;14;15:27:33;30715;30715
1066;853;1;14;15:28:09;30127;30127
1066;839;1;15;15:29:27;29901;29901
1066;8;1;15;15:29:28;30102;30102
1066;854;1;20;15:38:36;29996;29996
1066;817;1;22;15:41:11;33617;33617
1066;1;1;26;15:47:52;29878;29878
1066;830;1;26;15:47:58;29578;29578
1066;20;1;26;15:48:09;29242;29242
1066;846;1;28;15:51:03;29824;29824
1066;822;1;28;15:51:35;29936;29936
1066;842;1;33;16:00:00;29354;29354
1066;844;1;35;16:03:07;31849;31849
1066;815;1;36;16:04:32;36026;36026
1066;4;1;36;16:04:40;30157;30157
1066;841;1;36;16:05:27;30081;30081
1066;847;2;47;16:23:56;32081;32081
1066;822;2;47;16:23:58;29569;29569
1066;8;2;47;16:23:59;30131;30131
1066;853;2;46;16:24:05;33931;33931
1066;852;2;47;16:24:44;30980;30980
1066;830;2;48;16:25:32;31017;31017
1066;832;2;48;16:25:33;30677;30677
1066;817;2;48;16:25:35;31016;31016
1066;840;2;48;16:26:01;43124;43124
1066;1;2;49;16:26:32;30045;30045
1066;852;3;49;16:29:31;30972;30972
1066;4;2;50;16:29:34;30702;30702
1066;815;2;50;16:29:36;32313;32313
1066;20;2;50;16:30:10;32128;32128
1066;842;2;50;16:30:49;31915;31915
1066;839;2;50;16:30:58;33264;33264
1066;841;2;50;16:31:14;33961;33961
1066;846;2;51;16:31:33;32670;32670
1066;844;2;51;16:32:51;32648;32648
1067;817;1;21;15:37:18;23028;23028
1067;4;1;30;15:51:43;29116;29116
1067;846;1;34;15:57:20;23239;23239
1067;849;1;34;15:58:22;24104;24104
1067;852;1;35;15:59:39;23329;23329
1067;847;1;35;15:59:42;23551;23551
1067;830;1;36;15:59:52;22442;22442
1067;832;1;36;16:00:33;28353;28353
1067;853;1;35;16:00:40;23829;23829
1067;20;1;36;16:00:56;23500;23500
1067;822;1;37;16:01:20;22962;22962
1067;815;1;37;16:01:47;22463;22463
1067;8;1;37;16:02:50;23164;23164
1067;20;2;37;16:03:36;23514;23514
1067;842;1;39;16:05:01;29310;29310
1067;840;1;39;16:05:17;35509;35509
1067;854;1;39;16:07:05;23892;23892
1067;841;1;40;16:07:22;23150;23150
1067;844;1;47;16:17:27;23646;23646
1067;1;1;50;16:22:19;22684;22684
1069;853;1;1;14:05:35;30673;30673
1069;839;1;3;14:09:03;40800;40800
1069;849;1;5;14:12:39;32610;32610
1069;4;1;7;14:16:03;23576;23576
1069;841;1;8;14:17:44;23993;23993
1069;852;1;9;14:19:23;23802;23802
1069;847;1;9;14:19:32;23572;23572
1069;830;1;10;14:20:36;23727;23727
1069;846;1;10;14:21:01;24385;24385
1069;842;1;10;14:21:07;23745;23745
1069;817;1;11;14:22:38;24176;24176
1069;832;1;11;14:22:41;23414;23414
1069;854;1;11;14:23:10;24293;24293
1069;815;1;12;14:24:06;25018;25018
1069;844;1;12;14:24:15;24011;24011
1069;8;1;12;14:24:38;24191;24191
1069;1;1;13;14:25:41;24481;24481
1069;822;1;15;14:29:44;24444;24444
1069;20;1;17;14:33:24;24977;24977
1069;840;1;18;14:35:13;23827;23827
1069;853;2;24;14:46:40;24611;24611
1069;849;2;25;14:47:47;23653;23653
1069;839;2;25;14:47:50;23919;23919
1069;841;2;26;14:49:12;23502;23502
1069;4;2;28;14:52:44;23844;23844
1069;830;2;29;14:52:59;24052;24052
1069;832;2;29;14:53:43;26866;26866
1069;815;2;30;14:55:02;23604;23604
1069;817;2;30;14:55:23;24036;24036
1069;846;2;30;14:55:31;25548;25548
1069;8;2;31;14:57:43;24090;24090
1069;847;2;31;14:58:07;24980;24980
1069;844;2;32;14:58:34;23805;23805
1069;852;2;32;14:59:23;23529;23529
1069;822;2;34;15:02:17;23619;23619
1069;840;2;34;15:03:12;23455;23455
1069;854;2;34;15:03:41;24247;24247
1069;1;2;37;15:06:30;23676;23676
1069;20;2;38;15:09:49;23849;23849
1069;853;3;37;15:09:52;24169;24169
1069;4;3;39;15:11:40;23314;23314
1070;817;1;1;13:05:11;38128;38128
1070;822;1;1;13:05:16;22463;22463
1070;849;1;11;13:21:22;23681;23681
1070;840;1;12;13:22:45;23586;23586
1070;853;1;13;13:24:11;25094;25094
1070;839;1;14;13:25:30;23100;23100
1070;847;1;15;13:26:51;21984;21984
1070;841;1;16;13:28:00;22205;22205
1070;1;1;29;13:45:17;22373;22373
1070;844;1;30;13:47:01;22085;22085
1070;842;1;31;13:48:20;22549;22549
1070;8;1;32;13:50:02;22424;22424
1070;830;1;33;13:50:33;21908;21908
1070;20;1;33;13:51:22;22277;22277
1070;840;2;34;13:53:37;26056;26056
1070;817;2;38;13:58:47;22813;22813
1070;4;1;39;13:59:43;23985;23985
1070;815;1;40;14:00:14;22114;22114
1070;822;2;40;14:01:30;31664;31664
1070;832;1;42;14:03:25;22031;22031
1070;846;1;44;14:06:38;22534;22534
1070;849;2;49;14:14:59;22739;22739
1070;853;2;58;14:28:22;23637;23637
1070;822;3;63;14:33:17;22680;22680
1070;822;4;67;14:39:06;26443;26443
1071;846;1;1;14:04:50;27313;27313
1071;852;1;4;14:08:22;31939;31939
1071;847;1;6;14:11:08;22978;22978
1071;852;2;6;14:11:57;17758;17758
1071;846;2;6;14:12:08;17719;17719
1071;830;1;7;14:12:32;17916;17916
1071;815;1;7;14:12:34;18308;18308
1071;1;1;7;14:12:37;17910;17910
1071;822;1;7;14:12:38;17899;17899
1071;844;1;7;14:12:40;17943;17943
1071;832;1;7;14:12:42;18460;18460
1071;20;1;7;14:12:43;18107;18107
1071;842;1;7;14:12:45;19439;19439
1071;839;1;7;14:12:46;19285;19285
1071;817;1;7;14:12:47;19732;19732
1071;4;1;7;14:12:52;17751;17751
1071;840;1;7;14:12:53;17948;17948
1071;841;1;7;14:12:55;17713;17713
1071;853;1;7;14:12:56;17995;17995
1071;854;1;7;14:12:57;17861;17861
1071;849;1;7;14:12:59;18153;18153
1071;8;1;7;14:13:01;18327;18327
1071;847;2;7;14:13:02;20844;20844
1071;852;3;7;14:13:33;17711;17711
1071;846;3;7;14:13:44;17673;17673
1071;830;2;8;14:14:46;17807;17807
1071;815;2;8;14:14:48;18136;18136
1071;1;2;8;14:14:49;18660;18660
1071;822;2;8;14:14:50;17837;17837
1071;844;2;8;14:14:52;17771;17771
1071;832;2;8;14:14:54;18373;18373
1071;20;2;8;14:14:57;17896;17896
1071;842;2;8;14:14:58;18608;18608
1071;839;2;8;14:15:00;17818;17818
1071;817;2;8;14:15:01;18347;18347
1071;4;2;8;14:15:04;17705;17705
1071;840;2;8;14:15:06;17935;17935
1071;841;2;8;14:15:07;17929;17929
1071;853;2;8;14:15:10;18467;18467
1071;854;2;8;14:15:11;18588;18588
1071;849;2;8;14:15:12;18784;18784
1071;8;2;8;14:15:15;18763;18763
1071;847;3;8;14:15:17;18179;18179
1071;852;4;8;14:15:18;18499;18499
1071;846;4;8;14:15:20;19176;19176
1071;854;3;11;14:20:29;41173;41173
1071;849;3;13;14:23:27;22936;22936
1071;840;3;22;14:34:51;24997;24997
1071;842;3;25;14:38:27;23116;23116
1071;1;3;26;14:39:27;22690;22690
1071;832;3;26;14:39:40;23321;23321
1071;830;3;27;14:40:38;22722;22722
1071;844;3;27;14:40:53;22667;22667
1071;815;3;28;14:42:01;23165;23165
1071;20;3;28;14:42:22;24464;24464
