raceId;driverId;stop;lap;time;duration;milliseconds
1071;8;3;28;14:42:38;23541;23541
1071;841;3;29;14:43:50;23618;23618
1071;822;3;30;14:44:40;23263;23263
1071;854;4;29;14:44:54;25597;25597
1071;817;3;30;14:44:58;22839;22839
1071;839;3;30;14:45:08;23504;23504
1071;4;3;34;14:50:16;24375;24375
1071;853;3;34;14:50:55;23546;23546
1071;846;5;37;14:54:11;24211;24211
1071;852;5;39;14:56:53;35416;35416
1071;849;4;39;14:57:10;22958;22958
1071;830;4;40;14:57:11;22766;22766
1071;822;4;41;14:58:30;22856;22856
1071;847;4;41;14:59:33;23132;23132
1071;815;4;42;14:59:48;22656;22656
1071;841;4;42;15:00:49;22830;22830
1071;1;4;43;15:00:52;22664;22664
1071;842;4;51;15:11:27;23039;23039
1071;844;4;52;15:12:32;23064;23064
1071;8;4;52;15:13:19;22666;22666
1071;832;4;53;15:13:50;22745;22745
1071;20;4;55;15:16:50;22978;22978
1071;854;5;61;15:26:09;24627;24627
1071;815;5;69;15:33:06;22916;22916
1051;852;1;9;17:17:42;25659;25659
1051;8;1;10;17:19:14;26174;26174
1051;842;1;13;17:23:37;25630;25630
1051;841;1;15;17:26:54;25987;25987
1051;830;1;17;17:29:03;25300;25300
1051;847;1;17;17:30:00;26121;26121
1051;1;1;18;17:30:21;25235;25235
1051;849;1;18;17:31:31;25811;25811
1051;815;1;19;17:32:28;25419;25419
1051;854;1;22;17:37:38;25881;25881
1051;4;1;23;17:38:20;25991;25991
1051;840;1;23;17:38:40;26157;26157
1051;839;1;24;17:40:07;25517;25517
1051;846;1;25;17:41:32;25319;25319
1051;817;1;26;17:43:19;25562;25562
1051;20;1;26;17:43:20;25726;25726
1051;832;1;27;17:44:36;25639;25639
1051;844;1;27;17:44:46;25799;25799
1051;8;2;30;17:49:40;25633;25633
1051;853;1;31;17:51:36;26515;26515
1051;841;2;32;17:52:43;25347;25347
1051;822;1;33;17:53:44;36341;36341
1051;852;2;34;17:55:29;26674;26674
1051;842;2;35;17:56:42;26109;26109
1051;830;2;41;18:04:20;25175;25175
1051;815;2;41;18:05:15;25420;25420
1051;1;2;42;18:05:37;25381;25381
1051;846;2;49;18:17:08;26552;26552
1051;847;2;49;18:18:36;35006;35006
1051;830;3;55;18:24:59;25465;25465
1072;840;1;9;20:48:30;27165;27165
1072;847;1;9;20:48:32;20519;20519
1072;1;1;10;20:49:49;20580;20580
1072;822;1;10;20:49:57;21668;21668
1072;844;1;10;20:50:01;20531;20531
1072;815;1;10;20:50:04;20710;20710
1072;846;1;10;20:50:14;20973;20973
1072;4;1;10;20:50:27;20405;20405
1072;849;1;10;20:50:43;24220;24220
1072;830;1;13;20:58:28;;996375
1072;1;2;13;20:58:32;;995856
1072;822;2;13;20:58:35;;995942
1072;839;1;13;20:58:37;;997126
1072;817;1;13;20:58:41;;997029
1072;844;2;13;20:58:42;;999485
1072;842;1;13;20:58:44;;1001775
1072;815;2;13;20:58:46;;1002619
1072;832;1;13;20:58:47;;1004618
1072;841;1;13;20:58:49;;1004917
1072;852;1;13;20:58:51;;1006407
1072;8;1;13;20:58:54;;1008569
1072;20;1;13;20:58:56;;1012304
1072;846;2;13;20:58:57;;1017303
1072;4;2;13;20:59:01;;1019850
1072;853;1;13;20:59:05;;1019226
1072;847;2;13;20:59:08;;1021615
1072;840;2;13;20:59:12;;1020939
1072;849;2;13;20:59:20;;1017257
1072;830;2;15;21:21:56;;1087591
1072;839;2;15;21:21:58;;1088290
1072;1;3;15;21:22:02;;1086674
1072;817;2;15;21:22:05;;1087296
1072;822;3;15;21:22:07;;1089473
1072;842;2;15;21:22:09;;1092287
1072;844;3;15;21:22:10;;1095192
1072;841;2;15;21:22:14;;1094749
1072;832;2;15;21:22:15;;1097194
1072;20;2;15;21:22:20;;1098749
1072;8;2;15;21:22:24;;1099282
1072;852;2;15;21:22:26;;1100644
1072;4;3;15;21:22:31;;1101826
1072;840;3;15;21:22:33;;1102979
1072;849;3;15;21:22:34;;1107052
1072;846;3;15;21:22:36;;1116576
1072;852;3;23;21:57:04;27874;27874
1072;8;3;26;22:01:34;34489;34489
1072;4;4;44;22:32:14;21097;21097
1073;854;1;10;17:18:55;22124;22124
1073;830;1;13;17:22:42;21152;21152
1073;1;1;14;17:24:04;21595;21595
1073;844;1;15;17:26:08;22461;22461
1073;839;1;15;17:26:13;21677;21677
1073;846;1;17;17:29:04;21380;21380
1073;841;1;17;17:29:20;22283;22283
1073;817;1;18;17:30:47;21449;21449
1073;832;1;19;17:31:59;22213;22213
1073;815;1;21;17:34:55;21471;21471
1073;840;1;21;17:35:25;22288;22288
1073;8;1;21;17:35:29;22338;22338
1073;852;1;23;17:38:05;22455;22455
1073;20;1;23;17:38:23;21221;21221
1073;849;1;28;17:46:18;21241;21241
1073;822;1;30;17:48:30;21669;21669
1073;844;2;35;17:56:24;21173;21173
1073;830;2;36;17:57:06;21871;21871
1073;815;2;36;17:57:40;21413;21413
1073;4;1;36;17:58:06;21304;21304
1073;842;1;36;17:58:06;22133;22133
1073;846;2;48;18:16:06;22173;22173
1073;830;3;53;18:22:37;21453;21453
1073;817;2;52;18:22:38;22056;22056
1073;840;2;52;18:22:55;22661;22661
1073;815;3;53;18:23:09;21385;21385
1073;854;2;52;18:23:42;22070;22070
1073;852;2;53;18:24:01;21909;21909
1073;842;2;54;18:25:56;21920;21920
